"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","GDP","TOT","MLN_USD","A","2014",251774.7606,
"HUN","GDP","TOT","MLN_USD","A","2015",259425.9339,
"HUN","GDP","TOT","MLN_USD","A","2016",263522.4647,
"HUN","GDP","TOT","MLN_USD","A","2017",281880.1338,
"HUN","GDP","TOT","USD_CAP","A","1991",8333.217321,"E"
"HUN","GDP","TOT","USD_CAP","A","1992",8279.565707,"E"
"HUN","GDP","TOT","USD_CAP","A","1993",8451.461093,"E"
"HUN","GDP","TOT","USD_CAP","A","1994",8914.90714,"E"
"HUN","GDP","TOT","USD_CAP","A","1995",9176.629355,
"HUN","GDP","TOT","USD_CAP","A","1996",9340.533809,
"HUN","GDP","TOT","USD_CAP","A","1997",9822.407481,
"HUN","GDP","TOT","USD_CAP","A","1998",10411.527436,
"HUN","GDP","TOT","USD_CAP","A","1999",10894.752293,
"HUN","GDP","TOT","USD_CAP","A","2000",11877.972459,
"HUN","GDP","TOT","USD_CAP","A","2001",13230.979472,
"HUN","GDP","TOT","USD_CAP","A","2002",14549.586165,
"HUN","GDP","TOT","USD_CAP","A","2003",15468.299114,
"HUN","GDP","TOT","USD_CAP","A","2004",16245.560332,
"HUN","GDP","TOT","USD_CAP","A","2005",17081.774357,
"HUN","GDP","TOT","USD_CAP","A","2006",18297.951334,
"HUN","GDP","TOT","USD_CAP","A","2007",19030.131729,
"HUN","GDP","TOT","USD_CAP","A","2008",20678.679912,
"HUN","GDP","TOT","USD_CAP","A","2009",20651.761816,
"HUN","GDP","TOT","USD_CAP","A","2010",21534.867422,
"HUN","GDP","TOT","USD_CAP","A","2011",22841.210338,
"HUN","GDP","TOT","USD_CAP","A","2012",23094.473331,
"HUN","GDP","TOT","USD_CAP","A","2013",24464.135959,
"HUN","GDP","TOT","USD_CAP","A","2014",25518.226039,
"HUN","GDP","TOT","USD_CAP","A","2015",26356.313717,
"HUN","GDP","TOT","USD_CAP","A","2016",26851.624935,
"HUN","GDP","TOT","USD_CAP","A","2017",28798.642515,
"ISL","GDP","TOT","MLN_USD","A","1970",774.3391,"E"
"ISL","GDP","TOT","MLN_USD","A","1971",919.8534,"E"
"ISL","GDP","TOT","MLN_USD","A","1972",1018.8952,"E"
"ISL","GDP","TOT","MLN_USD","A","1973",1147.8757,"E"
"ISL","GDP","TOT","MLN_USD","A","1974",1322.5649,"E"
"ISL","GDP","TOT","MLN_USD","A","1975",1454.4064,"E"
"ISL","GDP","TOT","MLN_USD","A","1976",1625.8914,"E"
"ISL","GDP","TOT","MLN_USD","A","1977",1879.267,"E"
"ISL","GDP","TOT","MLN_USD","A","1978",2132.4748,"E"
"ISL","GDP","TOT","MLN_USD","A","1979",2421.6478,"E"
"ISL","GDP","TOT","MLN_USD","A","1980",2792.164,"E"
"ISL","GDP","TOT","MLN_USD","A","1981",3186.7177,"E"
"ISL","GDP","TOT","MLN_USD","A","1982",3456.5021,"E"
"ISL","GDP","TOT","MLN_USD","A","1983",3514.6182,"E"
"ISL","GDP","TOT","MLN_USD","A","1984",3791.774,"E"
"ISL","GDP","TOT","MLN_USD","A","1985",4040.4925,"E"
"ISL","GDP","TOT","MLN_USD","A","1986",4380.327,"E"
"ISL","GDP","TOT","MLN_USD","A","1987",4872.2259,"E"
"ISL","GDP","TOT","MLN_USD","A","1988",5039.5647,"E"
"ISL","GDP","TOT","MLN_USD","A","1989",5250.6676,"E"
"ISL","GDP","TOT","MLN_USD","A","1990",5510.9158,"E"
"ISL","GDP","TOT","MLN_USD","A","1991",5684.5466,"E"
"ISL","GDP","TOT","MLN_USD","A","1992",5617.9309,"E"
"ISL","GDP","TOT","MLN_USD","A","1993",5826.5724,"E"
"ISL","GDP","TOT","MLN_USD","A","1994",6165.7546,"E"
"ISL","GDP","TOT","MLN_USD","A","1995",6302.379,
"ISL","GDP","TOT","MLN_USD","A","1996",6568.8442,"B"
"ISL","GDP","TOT","MLN_USD","A","1997",7296.1728,
"ISL","GDP","TOT","MLN_USD","A","1998",7861.9233,
"ISL","GDP","TOT","MLN_USD","A","1999",8189.1724,
"ISL","GDP","TOT","MLN_USD","A","2000",8354.7556,
"ISL","GDP","TOT","MLN_USD","A","2001",9054.9035,
"ISL","GDP","TOT","MLN_USD","A","2002",9351.4048,
"ISL","GDP","TOT","MLN_USD","A","2003",9443.9894,
"ISL","GDP","TOT","MLN_USD","A","2004",10400.1914,
"ISL","GDP","TOT","MLN_USD","A","2005",11048.3553,
"ISL","GDP","TOT","MLN_USD","A","2006",11876.039,
"ISL","GDP","TOT","MLN_USD","A","2007",12824.1302,
"ISL","GDP","TOT","MLN_USD","A","2008",13749.8517,
"ISL","GDP","TOT","MLN_USD","A","2009",13346.8168,
"ISL","GDP","TOT","MLN_USD","A","2010",12587.0994,
"ISL","GDP","TOT","MLN_USD","A","2011",13005.319,
"ISL","GDP","TOT","MLN_USD","A","2012",13446.4487,
"ISL","GDP","TOT","MLN_USD","A","2013",14296.6258,
"ISL","GDP","TOT","MLN_USD","A","2014",14966.3831,
"ISL","GDP","TOT","MLN_USD","A","2015",16119.8745,
"ISL","GDP","TOT","MLN_USD","A","2016",17638.6847,
"ISL","GDP","TOT","MLN_USD","A","2017",18997.6039,
"ISL","GDP","TOT","USD_CAP","A","1970",3793.827178,"E"
"ISL","GDP","TOT","USD_CAP","A","1971",4463.31459,"E"
"ISL","GDP","TOT","USD_CAP","A","1972",4868.690666,"E"
"ISL","GDP","TOT","USD_CAP","A","1973",5405.22739,"E"
"ISL","GDP","TOT","USD_CAP","A","1974",6142.2083,"E"
"ISL","GDP","TOT","USD_CAP","A","1975",6670.64048,"E"
"ISL","GDP","TOT","USD_CAP","A","1976",7385.950387,"E"
"ISL","GDP","TOT","USD_CAP","A","1977",8471.921505,"E"
"ISL","GDP","TOT","USD_CAP","A","1978",9537.561886,"E"
"ISL","GDP","TOT","USD_CAP","A","1979",10727.169487,"E"
"ISL","GDP","TOT","USD_CAP","A","1980",12237.691904,"E"
"ISL","GDP","TOT","USD_CAP","A","1981",13807.089691,"E"
"ISL","GDP","TOT","USD_CAP","A","1982",14771.56576,"E"
"ISL","GDP","TOT","USD_CAP","A","1983",14827.047478,"E"
"ISL","GDP","TOT","USD_CAP","A","1984",15832.174112,"E"
"ISL","GDP","TOT","USD_CAP","A","1985",16737.540387,"E"
"ISL","GDP","TOT","USD_CAP","A","1986",18010.546355,"E"
"ISL","GDP","TOT","USD_CAP","A","1987",19808.85608,"E"
"ISL","GDP","TOT","USD_CAP","A","1988",20167.535703,"E"
"ISL","GDP","TOT","USD_CAP","A","1989",20774.483338,"E"
"ISL","GDP","TOT","USD_CAP","A","1990",21629.416458,"E"
"ISL","GDP","TOT","USD_CAP","A","1991",22036.115711,"E"
"ISL","GDP","TOT","USD_CAP","A","1992",21516.148347,"E"
"ISL","GDP","TOT","USD_CAP","A","1993",22088.505909,"E"
"ISL","GDP","TOT","USD_CAP","A","1994",23179.005659,"E"
"ISL","GDP","TOT","USD_CAP","A","1995",23569.106357,
"ISL","GDP","TOT","USD_CAP","A","1996",24428.576404,"B"
"ISL","GDP","TOT","USD_CAP","A","1997",26933.085164,
"ISL","GDP","TOT","USD_CAP","A","1998",28714.10997,
"ISL","GDP","TOT","USD_CAP","A","1999",29542.468834,
"ISL","GDP","TOT","USD_CAP","A","2000",29711.079674,
"ISL","GDP","TOT","USD_CAP","A","2001",31760.447117,
"ISL","GDP","TOT","USD_CAP","A","2002",32515.31575,
"ISL","GDP","TOT","USD_CAP","A","2003",32644.277095,
"ISL","GDP","TOT","USD_CAP","A","2004",35544.05821,
"ISL","GDP","TOT","USD_CAP","A","2005",37338.138856,
"ISL","GDP","TOT","USD_CAP","A","2006",39027.403825,
"ISL","GDP","TOT","USD_CAP","A","2007",41182.178058,
"ISL","GDP","TOT","USD_CAP","A","2008",43049.003302,
"ISL","GDP","TOT","USD_CAP","A","2009",41813.335878,
"ISL","GDP","TOT","USD_CAP","A","2010",39582.073456,
"ISL","GDP","TOT","USD_CAP","A","2011",40769.02509,
"ISL","GDP","TOT","USD_CAP","A","2012",41928.43377,
"ISL","GDP","TOT","USD_CAP","A","2013",44152.643131,
"ISL","GDP","TOT","USD_CAP","A","2014",45712.837676,
"ISL","GDP","TOT","USD_CAP","A","2015",48729.971408,
"ISL","GDP","TOT","USD_CAP","A","2016",52589.996199,
"ISL","GDP","TOT","USD_CAP","A","2017",55322.084629,
"IRL","GDP","TOT","MLN_USD","A","1970",7250.3623,"E"
"IRL","GDP","TOT","MLN_USD","A","1971",7882.2269,"E"
"IRL","GDP","TOT","MLN_USD","A","1972",8756.6111,"E"
"IRL","GDP","TOT","MLN_USD","A","1973",9672.5562,"E"
"IRL","GDP","TOT","MLN_USD","A","1974",10992.1137,"E"
"IRL","GDP","TOT","MLN_USD","A","1975",12689.65,"E"
"IRL","GDP","TOT","MLN_USD","A","1976",13574.7475,"E"
"IRL","GDP","TOT","MLN_USD","A","1977",15602.1168,"E"
"IRL","GDP","TOT","MLN_USD","A","1978",17899.6946,"E"
"IRL","GDP","TOT","MLN_USD","A","1979",19980.4601,"E"
"IRL","GDP","TOT","MLN_USD","A","1980",22456.1438,"E"
"IRL","GDP","TOT","MLN_USD","A","1981",25398.3552,"E"
"IRL","GDP","TOT","MLN_USD","A","1982",27583.3164,"E"
"IRL","GDP","TOT","MLN_USD","A","1983",28593.6667,"E"
"IRL","GDP","TOT","MLN_USD","A","1984",30915.2392,"E"
"IRL","GDP","TOT","MLN_USD","A","1985",32877.0093,"E"
"IRL","GDP","TOT","MLN_USD","A","1986",33395.4598,"E"
"IRL","GDP","TOT","MLN_USD","A","1987",35816.9239,"E"
"IRL","GDP","TOT","MLN_USD","A","1988",39014.9781,"E"
"IRL","GDP","TOT","MLN_USD","A","1989",42901.7224,"E"
"IRL","GDP","TOT","MLN_USD","A","1990",48275.9323,"E"
"IRL","GDP","TOT","MLN_USD","A","1991",50871.5606,"E"
"IRL","GDP","TOT","MLN_USD","A","1992",53770.4118,"E"
"IRL","GDP","TOT","MLN_USD","A","1993",56526.5137,"E"
"IRL","GDP","TOT","MLN_USD","A","1994",61056.6132,"E"
"IRL","GDP","TOT","MLN_USD","A","1995",68342.6644,
"IRL","GDP","TOT","MLN_USD","A","1996",74493.1711,
"IRL","GDP","TOT","MLN_USD","A","1997",83130.188,
"IRL","GDP","TOT","MLN_USD","A","1998",93038.1861,
"IRL","GDP","TOT","MLN_USD","A","1999",101361.4247,
"IRL","GDP","TOT","MLN_USD","A","2000",114831.921,
"IRL","GDP","TOT","MLN_USD","A","2001",125831.0378,
"IRL","GDP","TOT","MLN_USD","A","2002",138451.7822,
"IRL","GDP","TOT","MLN_USD","A","2003",144824.6283,
"IRL","GDP","TOT","MLN_USD","A","2004",157394.1675,
"IRL","GDP","TOT","MLN_USD","A","2005",168217.6903,
"IRL","GDP","TOT","MLN_USD","A","2006",188914.1186,
"IRL","GDP","TOT","MLN_USD","A","2007",205693.3632,
"IRL","GDP","TOT","MLN_USD","A","2008",198813.7927,
"IRL","GDP","TOT","MLN_USD","A","2009",188770.0502,
"IRL","GDP","TOT","MLN_USD","A","2010",197418.8127,
"IRL","GDP","TOT","MLN_USD","A","2011",205817.797,
"IRL","GDP","TOT","MLN_USD","A","2012",212880.6363,
"IRL","GDP","TOT","MLN_USD","A","2013",221790.1441,
"IRL","GDP","TOT","MLN_USD","A","2014",238440.774,
"IRL","GDP","TOT","MLN_USD","A","2015",324244.7636,
"IRL","GDP","TOT","MLN_USD","A","2016",337275.917,
"IRL","GDP","TOT","MLN_USD","A","2017",369243.6124,
"IRL","GDP","TOT","USD_CAP","A","1970",2457.749938,"E"
"IRL","GDP","TOT","USD_CAP","A","1971",2646.818982,"E"
"IRL","GDP","TOT","USD_CAP","A","1972",2895.704725,"E"
"IRL","GDP","TOT","USD_CAP","A","1973",3147.593945,"E"
"IRL","GDP","TOT","USD_CAP","A","1974",3518.602333,"E"
"IRL","GDP","TOT","USD_CAP","A","1975",3994.224107,"E"
"IRL","GDP","TOT","USD_CAP","A","1976",4205.312116,"E"
"IRL","GDP","TOT","USD_CAP","A","1977",4768.373119,"E"
"IRL","GDP","TOT","USD_CAP","A","1978",5401.235537,"E"
"IRL","GDP","TOT","USD_CAP","A","1979",5932.440647,"E"
"IRL","GDP","TOT","USD_CAP","A","1980",6602.806173,"E"
"IRL","GDP","TOT","USD_CAP","A","1981",7376.809538,"E"
"IRL","GDP","TOT","USD_CAP","A","1982",7926.240353,"E"
"IRL","GDP","TOT","USD_CAP","A","1983",8157.964823,"E"
"IRL","GDP","TOT","USD_CAP","A","1984",8760.339799,"E"
"IRL","GDP","TOT","USD_CAP","A","1985",9284.667975,"E"
"IRL","GDP","TOT","USD_CAP","A","1986",9428.418903,"E"
"IRL","GDP","TOT","USD_CAP","A","1987",10109.207977,"E"
"IRL","GDP","TOT","USD_CAP","A","1988",11049.271624,"E"
"IRL","GDP","TOT","USD_CAP","A","1989",12222.712923,"E"
"IRL","GDP","TOT","USD_CAP","A","1990",13769.518615,"E"
"IRL","GDP","TOT","USD_CAP","A","1991",14427.555472,"E"
"IRL","GDP","TOT","USD_CAP","A","1992",15125.291633,"E"
"IRL","GDP","TOT","USD_CAP","A","1993",15816.036279,"E"
"IRL","GDP","TOT","USD_CAP","A","1994",17026.384047,"E"
"IRL","GDP","TOT","USD_CAP","A","1995",18977.220551,
"IRL","GDP","TOT","USD_CAP","A","1996",20543.606384,
"IRL","GDP","TOT","USD_CAP","A","1997",22686.512568,
"IRL","GDP","TOT","USD_CAP","A","1998",25049.543024,
"IRL","GDP","TOT","USD_CAP","A","1999",26995.533313,
"IRL","GDP","TOT","USD_CAP","A","2000",30185.182728,
"IRL","GDP","TOT","USD_CAP","A","2001",32566.578165,
"IRL","GDP","TOT","USD_CAP","A","2002",35212.94778,
"IRL","GDP","TOT","USD_CAP","A","2003",36233.47711,
"IRL","GDP","TOT","USD_CAP","A","2004",38697.209778,
"IRL","GDP","TOT","USD_CAP","A","2005",40437.080879,
"IRL","GDP","TOT","USD_CAP","A","2006",44243.985255,
"IRL","GDP","TOT","USD_CAP","A","2007",46746.547398,
"IRL","GDP","TOT","USD_CAP","A","2008",44219.775877,
"IRL","GDP","TOT","USD_CAP","A","2009",41587.138158,
"IRL","GDP","TOT","USD_CAP","A","2010",43295.792546,
"IRL","GDP","TOT","USD_CAP","A","2011",44952.72334,
"IRL","GDP","TOT","USD_CAP","A","2012",46304.198681,
"IRL","GDP","TOT","USD_CAP","A","2013",48006.067498,
"IRL","GDP","TOT","USD_CAP","A","2014",51250.483666,
"IRL","GDP","TOT","USD_CAP","A","2015",69050.407629,
"IRL","GDP","TOT","USD_CAP","A","2016",71020.497599,
"IRL","GDP","TOT","USD_CAP","A","2017",76889.326258,
"ITA","GDP","TOT","MLN_USD","A","1970",194544.334,"E"
"ITA","GDP","TOT","MLN_USD","A","1971",208122.4148,"E"
"ITA","GDP","TOT","MLN_USD","A","1972",225131.8014,"E"
"ITA","GDP","TOT","MLN_USD","A","1973",254390.4597,"E"
"ITA","GDP","TOT","MLN_USD","A","1974",292533.1829,"E"
"ITA","GDP","TOT","MLN_USD","A","1975",312948.6456,"E"
"ITA","GDP","TOT","MLN_USD","A","1976",353697.4051,"E"
"ITA","GDP","TOT","MLN_USD","A","1977",385293.0327,"E"
"ITA","GDP","TOT","MLN_USD","A","1978",425756.041,"E"
"ITA","GDP","TOT","MLN_USD","A","1979",488555.7366,"E"
"ITA","GDP","TOT","MLN_USD","A","1980",550958.4179,"E"
"ITA","GDP","TOT","MLN_USD","A","1981",608182.5544,"E"
"ITA","GDP","TOT","MLN_USD","A","1982",648428.1728,"E"
"ITA","GDP","TOT","MLN_USD","A","1983",681704.0283,"E"
"ITA","GDP","TOT","MLN_USD","A","1984",729082.1187,"E"
"ITA","GDP","TOT","MLN_USD","A","1985",773184.4351,"E"
"ITA","GDP","TOT","MLN_USD","A","1986",811313.7512,"E"
"ITA","GDP","TOT","MLN_USD","A","1987",857910.5351,"E"
"ITA","GDP","TOT","MLN_USD","A","1988",925426.0997,"E"
"ITA","GDP","TOT","MLN_USD","A","1989",994292.2355,"E"
"ITA","GDP","TOT","MLN_USD","A","1990",1051995.4239,"E"
"ITA","GDP","TOT","MLN_USD","A","1991",1104303.0541,"E"
"ITA","GDP","TOT","MLN_USD","A","1992",1138891.9923,"E"
"ITA","GDP","TOT","MLN_USD","A","1993",1155932.8821,"E"
"ITA","GDP","TOT","MLN_USD","A","1994",1206011.7648,"E"
"ITA","GDP","TOT","MLN_USD","A","1995",1266845.4116,
"ITA","GDP","TOT","MLN_USD","A","1996",1305973.8958,
"ITA","GDP","TOT","MLN_USD","A","1997",1355069.7808,
"ITA","GDP","TOT","MLN_USD","A","1998",1419648.5304,
"ITA","GDP","TOT","MLN_USD","A","1999",1453165.4445,
"ITA","GDP","TOT","MLN_USD","A","2000",1538984.3215,
"ITA","GDP","TOT","MLN_USD","A","2001",1591435.9209,
"ITA","GDP","TOT","MLN_USD","A","2002",1634258.8133,
"ITA","GDP","TOT","MLN_USD","A","2003",1666742.0612,
"ITA","GDP","TOT","MLN_USD","A","2004",1698679.3979,
"ITA","GDP","TOT","MLN_USD","A","2005",1742085.9872,
"ITA","GDP","TOT","MLN_USD","A","2006",1879908.5737,
"ITA","GDP","TOT","MLN_USD","A","2007",1986698.5847,
"ITA","GDP","TOT","MLN_USD","A","2008",2082637.2498,
"ITA","GDP","TOT","MLN_USD","A","2009",2039614.9256,
"ITA","GDP","TOT","MLN_USD","A","2010",2075187.0663,
"ITA","GDP","TOT","MLN_USD","A","2011",2158285.1661,
"ITA","GDP","TOT","MLN_USD","A","2012",2157546.6275,
"ITA","GDP","TOT","MLN_USD","A","2013",2176319.7676,
"ITA","GDP","TOT","MLN_USD","A","2014",2192714.3985,
"ITA","GDP","TOT","MLN_USD","A","2015",2237096.3626,
"ITA","GDP","TOT","MLN_USD","A","2016",2367104.1077,
"ITA","GDP","TOT","MLN_USD","A","2017",2477387.0283,
"ITA","GDP","TOT","USD_CAP","A","1970",3614.594319,"E"
"ITA","GDP","TOT","USD_CAP","A","1971",3848.880039,"E"
"ITA","GDP","TOT","USD_CAP","A","1972",4139.875313,"E"
"ITA","GDP","TOT","USD_CAP","A","1973",4646.282281,"E"
"ITA","GDP","TOT","USD_CAP","A","1974",5308.08212,"E"
"ITA","GDP","TOT","USD_CAP","A","1975",5644.715024,"E"
"ITA","GDP","TOT","USD_CAP","A","1976",6347.957585,"E"
"ITA","GDP","TOT","USD_CAP","A","1977",6885.716708,"E"
"ITA","GDP","TOT","USD_CAP","A","1978",7581.787602,"E"
"ITA","GDP","TOT","USD_CAP","A","1979",8674.994479,"E"
"ITA","GDP","TOT","USD_CAP","A","1980",9762.89815,"E"
"ITA","GDP","TOT","USD_CAP","A","1981",10762.331015,"E"
"ITA","GDP","TOT","USD_CAP","A","1982",11467.775656,"E"
"ITA","GDP","TOT","USD_CAP","A","1983",12051.885,"E"
"ITA","GDP","TOT","USD_CAP","A","1984",12886.614432,"E"
"ITA","GDP","TOT","USD_CAP","A","1985",13662.167916,"E"
"ITA","GDP","TOT","USD_CAP","A","1986",14335.127645,"E"
"ITA","GDP","TOT","USD_CAP","A","1987",15156.921147,"E"
"ITA","GDP","TOT","USD_CAP","A","1988",16341.824809,"E"
"ITA","GDP","TOT","USD_CAP","A","1989",17544.74422,"E"
"ITA","GDP","TOT","USD_CAP","A","1990",18547.430568,"E"
"ITA","GDP","TOT","USD_CAP","A","1991",19450.34485,"E"
"ITA","GDP","TOT","USD_CAP","A","1992",20051.939136,"E"
"ITA","GDP","TOT","USD_CAP","A","1993",20339.543742,"E"
"ITA","GDP","TOT","USD_CAP","A","1994",21216.390378,"E"
"ITA","GDP","TOT","USD_CAP","A","1995",22286.234707,
"ITA","GDP","TOT","USD_CAP","A","1996",22968.114761,
"ITA","GDP","TOT","USD_CAP","A","1997",23818.953299,
"ITA","GDP","TOT","USD_CAP","A","1998",24946.948785,
"ITA","GDP","TOT","USD_CAP","A","1999",25531.621776,
"ITA","GDP","TOT","USD_CAP","A","2000",27027.178863,
"ITA","GDP","TOT","USD_CAP","A","2001",27929.826375,
"ITA","GDP","TOT","USD_CAP","A","2002",28621.245602,
"ITA","GDP","TOT","USD_CAP","A","2003",29030.945494,
"ITA","GDP","TOT","USD_CAP","A","2004",29366.155608,
"ITA","GDP","TOT","USD_CAP","A","2005",29937.5842,
"ITA","GDP","TOT","USD_CAP","A","2006",32174.568766,
"ITA","GDP","TOT","USD_CAP","A","2007",33794.632603,
"ITA","GDP","TOT","USD_CAP","A","2008",35154.80175,
"ITA","GDP","TOT","USD_CAP","A","2009",34234.191402,
"ITA","GDP","TOT","USD_CAP","A","2010",34684.956382,
"ITA","GDP","TOT","USD_CAP","A","2011",35935.483952,
"ITA","GDP","TOT","USD_CAP","A","2012",35757.023679,
"ITA","GDP","TOT","USD_CAP","A","2013",35885.39085,
"ITA","GDP","TOT","USD_CAP","A","2014",36070.848203,
"ITA","GDP","TOT","USD_CAP","A","2015",36836.394875,
"ITA","GDP","TOT","USD_CAP","A","2016",39043.406171,
"ITA","GDP","TOT","USD_CAP","A","2017",40923.72112,
"JPN","GDP","TOT","MLN_USD","A","1970",341295.7244,"E"
"JPN","GDP","TOT","MLN_USD","A","1971",375446.9618,"E"
"JPN","GDP","TOT","MLN_USD","A","1972",424630.545,"E"
"JPN","GDP","TOT","MLN_USD","A","1973",483877.8053,"E"
"JPN","GDP","TOT","MLN_USD","A","1974",520958.2984,"E"
"JPN","GDP","TOT","MLN_USD","A","1975",586810.3324,"E"
"JPN","GDP","TOT","MLN_USD","A","1976",643714.089,"E"
"JPN","GDP","TOT","MLN_USD","A","1977",713727.5613,"E"
"JPN","GDP","TOT","MLN_USD","A","1978",804203.9075,"E"
"JPN","GDP","TOT","MLN_USD","A","1979",918687.3485,"E"
"JPN","GDP","TOT","MLN_USD","A","1980",1029895.767,
"JPN","GDP","TOT","MLN_USD","A","1981",1174800.1559,
"JPN","GDP","TOT","MLN_USD","A","1982",1288700.8843,
"JPN","GDP","TOT","MLN_USD","A","1983",1386356.1626,
"JPN","GDP","TOT","MLN_USD","A","1984",1501037.3774,
"JPN","GDP","TOT","MLN_USD","A","1985",1629546.1288,
"JPN","GDP","TOT","MLN_USD","A","1986",1717662.4378,
"JPN","GDP","TOT","MLN_USD","A","1987",1843397.4534,
"JPN","GDP","TOT","MLN_USD","A","1988",2037908.9487,
"JPN","GDP","TOT","MLN_USD","A","1989",2220685.5227,
"JPN","GDP","TOT","MLN_USD","A","1990",2416532.1786,
"JPN","GDP","TOT","MLN_USD","A","1991",2583631.1222,
"JPN","GDP","TOT","MLN_USD","A","1992",2664920.0284,
"JPN","GDP","TOT","MLN_USD","A","1993",2713930.2918,
"JPN","GDP","TOT","MLN_USD","A","1994",2799409.6198,
"JPN","GDP","TOT","MLN_USD","A","1995",2936481.8621,
"JPN","GDP","TOT","MLN_USD","A","1996",3082947.4725,
"JPN","GDP","TOT","MLN_USD","A","1997",3169854.5897,
"JPN","GDP","TOT","MLN_USD","A","1998",3169360.9,
"JPN","GDP","TOT","MLN_USD","A","1999",3207019.6365,
"JPN","GDP","TOT","MLN_USD","A","2000",3404300.1282,
"JPN","GDP","TOT","MLN_USD","A","2001",3493106.8913,
"JPN","GDP","TOT","MLN_USD","A","2002",3588864.9274,
"JPN","GDP","TOT","MLN_USD","A","2003",3694202.5562,
"JPN","GDP","TOT","MLN_USD","A","2004",3877296.2044,
"JPN","GDP","TOT","MLN_USD","A","2005",4045734.3991,
"JPN","GDP","TOT","MLN_USD","A","2006",4230713.9521,
"JPN","GDP","TOT","MLN_USD","A","2007",4416227.659,
"JPN","GDP","TOT","MLN_USD","A","2008",4456434.3648,
"JPN","GDP","TOT","MLN_USD","A","2009",4250983.2048,
"JPN","GDP","TOT","MLN_USD","A","2010",4480784.4068,
"JPN","GDP","TOT","MLN_USD","A","2011",4573186.7921,
"JPN","GDP","TOT","MLN_USD","A","2012",4746699.3877,
"JPN","GDP","TOT","MLN_USD","A","2013",4967051.5751,
"JPN","GDP","TOT","MLN_USD","A","2014",4986566.2095,
"JPN","GDP","TOT","MLN_USD","A","2015",5136018.7777,
"JPN","GDP","TOT","MLN_USD","A","2016",5221770.1934,
"JPN","GDP","TOT","MLN_USD","A","2017",5319800.4374,
"JPN","GDP","TOT","USD_CAP","A","1970",3283.240245,"E"
"JPN","GDP","TOT","USD_CAP","A","1971",3576.258357,"E"
"JPN","GDP","TOT","USD_CAP","A","1972",3990.275054,"E"
"JPN","GDP","TOT","USD_CAP","A","1973",4443.245651,"E"
"JPN","GDP","TOT","USD_CAP","A","1974",4718.602094,"E"
"JPN","GDP","TOT","USD_CAP","A","1975",5250.24191,"E"
"JPN","GDP","TOT","USD_CAP","A","1976",5695.524931,"E"
"JPN","GDP","TOT","USD_CAP","A","1977",6253.444969,"E"
"JPN","GDP","TOT","USD_CAP","A","1978",6982.402573,"E"
"JPN","GDP","TOT","USD_CAP","A","1979",7910.311248,"E"
"JPN","GDP","TOT","USD_CAP","A","1980",8798.01612,
"JPN","GDP","TOT","USD_CAP","A","1981",9964.208885,
"JPN","GDP","TOT","USD_CAP","A","1982",10854.228862,
"JPN","GDP","TOT","USD_CAP","A","1983",11597.812899,
"JPN","GDP","TOT","USD_CAP","A","1984",12476.932608,
"JPN","GDP","TOT","USD_CAP","A","1985",13461.871876,
"JPN","GDP","TOT","USD_CAP","A","1986",14118.54708,
"JPN","GDP","TOT","USD_CAP","A","1987",15080.27269,
"JPN","GDP","TOT","USD_CAP","A","1988",16602.785846,
"JPN","GDP","TOT","USD_CAP","A","1989",18024.313321,
"JPN","GDP","TOT","USD_CAP","A","1990",19549.491377,
"JPN","GDP","TOT","USD_CAP","A","1991",20818.777627,
"JPN","GDP","TOT","USD_CAP","A","1992",21393.467198,
"JPN","GDP","TOT","USD_CAP","A","1993",21722.216554,
"JPN","GDP","TOT","USD_CAP","A","1994",22374.51341,
"JPN","GDP","TOT","USD_CAP","A","1995",23410.200119,
"JPN","GDP","TOT","USD_CAP","A","1996",24524.086774,
"JPN","GDP","TOT","USD_CAP","A","1997",25155.380004,
"JPN","GDP","TOT","USD_CAP","A","1998",25084.178743,
"JPN","GDP","TOT","USD_CAP","A","1999",25334.510151,
"JPN","GDP","TOT","USD_CAP","A","2000",26841.230679,
"JPN","GDP","TOT","USD_CAP","A","2001",27476.22071,
"JPN","GDP","TOT","USD_CAP","A","2002",28170.054375,
"JPN","GDP","TOT","USD_CAP","A","2003",28943.718415,
"JPN","GDP","TOT","USD_CAP","A","2004",30354.456953,
"JPN","GDP","TOT","USD_CAP","A","2005",31667.91436,
"JPN","GDP","TOT","USD_CAP","A","2006",33094.337772,
"JPN","GDP","TOT","USD_CAP","A","2007",34507.170331,
"JPN","GDP","TOT","USD_CAP","A","2008",34803.657814,
"JPN","GDP","TOT","USD_CAP","A","2009",33201.98701,
"JPN","GDP","TOT","USD_CAP","A","2010",34994.372256,
"JPN","GDP","TOT","USD_CAP","A","2011",35775.256332,
"JPN","GDP","TOT","USD_CAP","A","2012",37213.837398,
"JPN","GDP","TOT","USD_CAP","A","2013",39008.36056,
"JPN","GDP","TOT","USD_CAP","A","2014",39183.465681,
"JPN","GDP","TOT","USD_CAP","A","2015",40406.095333,
"JPN","GDP","TOT","USD_CAP","A","2016",41129.254831,
"JPN","GDP","TOT","USD_CAP","A","2017",41978.098269,"E"
"KOR","GDP","TOT","MLN_USD","A","1970",19471.9518,
"KOR","GDP","TOT","MLN_USD","A","1971",22597.9428,
"KOR","GDP","TOT","MLN_USD","A","1972",25260.565,
